borrower_id,age,annual_income_eur,loan_amount_eur,loan_type,lti_ratio,ltv_ratio,tenure_years,rate_type,employment_sector,credit_score,probability_of_default,risk_grade,monthly_repayment_eur,dti_monthly_ratio,ecb_shock_monthly_eur,affordability_stress
216,34,36532,295314,Mortgage,8.08,0.908,32,Fixed,Other,792,0.1224,D – Substandard,2492,0.819,0,Stressed
217,25,42365,127801,Personal Loan,3.02,0.6,19,Variable,Employed,368,0.1194,D – Substandard,1078,0.305,191,Stretched
218,26,26900,111486,Car Finance,4.14,0.582,3,Tracker,Public Sector,714,0.1554,D – Substandard,940,0.419,418,Stressed
219,42,41049,133477,Mortgage,3.25,0.653,17,Variable,Employed,617,0.0758,C – Standard,1126,0.329,200,Stretched
220,63,51528,324864,Personal Loan,6.3,0.934,4,Variable,Employed,371,0.2868,E – Doubtful,2741,0.638,487,Stressed
221,27,41447,167202,Credit Card,4.03,0.873,34,Tracker,Employed,543,0.202,E – Doubtful,1410,0.408,627,Stressed
222,42,43740,122763,Mortgage,2.81,0.525,18,Variable,Public Sector,460,0.0724,C – Standard,1035,0.284,184,Stretched
223,54,48612,299347,Personal Loan,6.16,0.757,27,Variable,Public Sector,815,0.2103,E – Doubtful,2526,0.624,449,Stressed
224,31,37219,584499,Mortgage,15.7,0.846,17,Variable,Employed,594,0.1682,D – Substandard,4932,1.59,876,Stressed
225,55,65528,201859,Car Finance,3.08,0.834,1,Fixed,Employed,502,0.087,C – Standard,1703,0.312,0,Stretched
226,36,89600,354553,Mortgage,3.96,0.694,22,Fixed,Employed,445,0.1093,D – Substandard,2991,0.401,0,Stressed
227,59,40334,318011,Mortgage,7.88,0.816,23,Variable,Self-Employed,378,0.2084,E – Doubtful,2683,0.798,477,Stressed
228,48,60101,128913,Credit Card,2.14,0.742,8,Variable,Self-Employed,578,0.1447,D – Substandard,1087,0.217,193,Comfortable
229,47,44327,182526,Personal Loan,4.12,0.551,25,Fixed,Public Sector,580,0.1174,D – Substandard,1540,0.417,0,Stressed
230,30,57154,88840,Mortgage,1.55,0.478,8,Tracker,Employed,824,0.0332,B – Near Prime,749,0.157,333,Comfortable
231,43,94620,160697,Personal Loan,1.7,0.635,24,Fixed,Employed,656,0.05,B – Near Prime,1356,0.172,0,Comfortable
232,61,60696,127464,Car Finance,2.1,0.481,26,Variable,Employed,549,0.0537,C – Standard,1075,0.213,191,Comfortable
233,22,23275,144121,Mortgage,6.19,0.648,5,Tracker,Retired,504,0.2489,E – Doubtful,1216,0.627,540,Stressed
234,56,59318,119080,Mortgage,2.01,0.864,10,Fixed,Employed,443,0.0511,C – Standard,1004,0.203,0,Comfortable
235,44,82273,153598,Mortgage,1.87,0.872,6,Tracker,Employed,655,0.0593,C – Standard,1296,0.189,575,Comfortable
236,55,44664,241042,Credit Card,5.4,0.467,25,Tracker,Public Sector,380,0.3077,E – Doubtful,2034,0.546,903,Stressed
237,52,74471,168430,Mortgage,2.26,0.485,9,Variable,Self-Employed,303,0.0896,C – Standard,1421,0.229,252,Comfortable
238,41,36686,64511,Mortgage,1.76,0.785,22,Tracker,Employed,795,0.0462,B – Near Prime,544,0.178,241,Comfortable
239,36,26267,119328,Mortgage,4.54,0.7,15,Variable,Employed,318,0.1243,D – Substandard,1006,0.46,178,Stressed
240,50,52015,77989,Mortgage,1.5,0.525,3,Fixed,Public Sector,426,0.0626,C – Standard,658,0.152,0,Comfortable
241,28,23441,205712,Personal Loan,8.78,0.853,31,Variable,Self-Employed,607,0.2321,E – Doubtful,1735,0.888,308,Stressed
242,48,44324,237239,Mortgage,5.35,0.558,25,Fixed,Employed,406,0.1428,D – Substandard,2001,0.542,0,Stressed
243,26,84159,207129,Mortgage,2.46,0.489,9,Fixed,Employed,668,0.0391,B – Near Prime,1747,0.249,0,Comfortable
244,51,21980,116649,Mortgage,5.31,0.825,30,Fixed,Employed,603,0.1989,D – Substandard,984,0.537,0,Stressed
245,50,28641,206028,Mortgage,7.19,0.754,25,Fixed,Self-Employed,341,0.1796,D – Substandard,1738,0.728,0,Stressed
246,25,31778,138889,Mortgage,4.37,0.647,28,Tracker,Employed,553,0.1291,D – Substandard,1172,0.443,520,Stressed
247,56,47734,96179,Mortgage,2.01,0.796,7,Tracker,Employed,756,0.044,B – Near Prime,811,0.204,360,Comfortable
248,41,42040,270509,Personal Loan,6.43,0.906,1,Tracker,Employed,512,0.2246,E – Doubtful,2282,0.651,1014,Stressed
249,58,88224,282071,Mortgage,3.2,0.467,3,Fixed,Other,672,0.0719,C – Standard,2380,0.324,0,Stretched
250,23,73190,303122,Mortgage,4.14,0.764,19,Variable,Employed,618,0.1379,D – Substandard,2557,0.419,454,Stressed
251,30,60355,128721,Personal Loan,2.13,0.559,27,Variable,Employed,553,0.0825,C – Standard,1086,0.216,193,Comfortable
252,44,52112,344086,Personal Loan,6.6,0.687,32,Fixed,Employed,613,0.2007,E – Doubtful,2903,0.668,0,Stressed
253,30,57823,137108,Personal Loan,2.37,0.662,33,Variable,Self-Employed,567,0.0926,C – Standard,1156,0.24,205,Comfortable
254,37,34131,257667,Credit Card,7.55,0.645,21,Fixed,Public Sector,337,0.3154,E – Doubtful,2174,0.764,0,Stressed
255,52,70264,135808,Mortgage,1.93,0.545,22,Tracker,Other,540,0.0681,C – Standard,1146,0.196,509,Comfortable
256,28,30728,159023,Mortgage,5.18,0.851,10,Fixed,Employed,528,0.2113,E – Doubtful,1341,0.524,0,Stressed
257,53,69623,47493,Mortgage,0.68,0.64,1,Tracker,Employed,728,0.0417,B – Near Prime,400,0.069,178,Comfortable
258,26,80674,152351,Mortgage,1.89,0.894,7,Tracker,Employed,696,0.0604,C – Standard,1285,0.191,571,Comfortable
259,30,53560,189112,Credit Card,3.53,0.627,2,Variable,Public Sector,615,0.1103,D – Substandard,1595,0.357,283,Stretched
260,49,45523,143554,Personal Loan,3.15,0.87,24,Fixed,Self-Employed,509,0.1302,D – Substandard,1211,0.319,0,Stretched
261,58,57996,472552,Personal Loan,8.15,0.722,18,Fixed,Employed,646,0.2136,E – Doubtful,3987,0.825,0,Stressed
262,29,18000,94906,Credit Card,5.27,0.643,27,Tracker,Employed,848,0.1809,D – Substandard,800,0.533,355,Stressed
263,35,55656,131930,Car Finance,2.37,0.802,6,Fixed,Employed,760,0.0351,B – Near Prime,1113,0.24,0,Comfortable
264,64,46741,109351,Mortgage,2.34,0.843,32,Fixed,Self-Employed,429,0.0889,C – Standard,922,0.237,0,Comfortable
265,67,47989,131916,Car Finance,2.75,0.691,25,Tracker,Employed,454,0.0994,C – Standard,1113,0.278,494,Comfortable
266,48,65956,317196,Mortgage,4.81,0.663,31,Variable,Employed,573,0.1313,D – Substandard,2676,0.487,475,Stressed
267,42,47505,405516,Mortgage,8.54,0.739,23,Variable,Employed,663,0.135,D – Substandard,3421,0.864,608,Stressed
268,37,30367,122340,Personal Loan,4.03,0.743,12,Fixed,Employed,670,0.1242,D – Substandard,1032,0.408,0,Stressed
269,50,46194,120854,Car Finance,2.62,0.663,22,Fixed,Employed,730,0.0477,B – Near Prime,1019,0.265,0,Comfortable
270,49,50431,95185,Personal Loan,1.89,0.829,21,Tracker,Public Sector,601,0.0963,C – Standard,803,0.191,356,Comfortable
271,35,51445,368964,Mortgage,7.17,0.65,7,Fixed,Self-Employed,753,0.1621,D – Substandard,3113,0.726,0,Stressed
272,23,52470,333218,Car Finance,6.35,0.676,4,Fixed,Employed,321,0.1771,D – Substandard,2811,0.643,0,Stressed
273,28,75851,169686,Mortgage,2.24,0.753,23,Fixed,Employed,419,0.0698,C – Standard,1431,0.226,0,Comfortable
274,66,31065,83461,Personal Loan,2.69,0.943,4,Variable,Public Sector,582,0.1123,D – Substandard,704,0.272,125,Comfortable
275,41,52775,87670,Mortgage,1.66,0.58,4,Fixed,Public Sector,587,0.0307,B – Near Prime,739,0.168,0,Comfortable
276,44,84269,197569,Mortgage,2.34,0.566,3,Tracker,Self-Employed,831,0.0526,C – Standard,1667,0.237,740,Comfortable
277,43,23658,243320,Mortgage,10.28,0.538,22,Fixed,Self-Employed,662,0.1786,D – Substandard,2053,1.041,0,Stressed
278,58,52862,57735,Car Finance,1.09,0.795,32,Fixed,Public Sector,523,0.0586,C – Standard,487,0.111,0,Comfortable
279,24,38335,150735,Credit Card,3.93,0.675,17,Tracker,Self-Employed,622,0.1473,D – Substandard,1271,0.398,565,Stretched
280,25,41952,438038,Mortgage,10.44,0.644,6,Tracker,Employed,363,0.1917,D – Substandard,3696,1.057,1642,Stressed
281,34,33522,159591,Mortgage,4.76,0.552,18,Variable,Employed,515,0.1315,D – Substandard,1346,0.482,239,Stressed
282,44,45651,408113,Mortgage,8.94,0.896,17,Tracker,Employed,311,0.2306,E – Doubtful,3443,0.905,1530,Stressed
283,52,106226,257037,Personal Loan,2.42,0.672,21,Fixed,Public Sector,382,0.1202,D – Substandard,2169,0.245,0,Comfortable
284,44,28823,99076,Personal Loan,3.44,0.754,15,Fixed,Self-Employed,526,0.1279,D – Substandard,836,0.348,0,Stretched
285,42,29994,153128,Personal Loan,5.11,0.506,19,Fixed,Other,302,0.1709,D – Substandard,1292,0.517,0,Stressed
286,65,28372,167580,Mortgage,5.91,0.504,12,Fixed,Employed,401,0.1765,D – Substandard,1414,0.598,0,Stressed
287,29,101266,106523,Mortgage,1.05,0.484,31,Variable,Employed,791,0.0479,B – Near Prime,898,0.106,159,Comfortable
288,48,40368,105511,Car Finance,2.61,0.634,19,Tracker,Self-Employed,759,0.0878,C – Standard,890,0.265,395,Comfortable
289,46,48495,411976,Personal Loan,8.5,0.686,11,Fixed,Public Sector,612,0.2196,E – Doubtful,3476,0.86,0,Stressed
290,43,41391,105077,Mortgage,2.54,0.572,1,Fixed,Public Sector,823,0.0237,B – Near Prime,886,0.257,0,Comfortable
291,59,32969,325507,Mortgage,9.87,0.625,24,Tracker,Employed,316,0.2167,E – Doubtful,2746,0.999,1220,Stressed
292,34,44410,141482,Mortgage,3.19,0.453,13,Variable,Other,817,0.0703,C – Standard,1193,0.322,212,Stretched
293,65,137649,177353,Mortgage,1.29,0.626,9,Fixed,Other,572,0.0732,C – Standard,1496,0.13,0,Comfortable
294,37,87962,245000,Mortgage,2.79,0.51,17,Fixed,Other,505,0.0643,C – Standard,2067,0.282,0,Stretched
295,47,34261,129416,Personal Loan,3.78,0.514,17,Fixed,Self-Employed,734,0.1223,D – Substandard,1092,0.382,0,Stretched
296,45,64342,245818,Mortgage,3.82,0.452,28,Fixed,Public Sector,550,0.0899,C – Standard,2074,0.387,0,Stretched
297,61,34570,58364,Mortgage,1.69,0.798,19,Fixed,Employed,630,0.0331,B – Near Prime,492,0.171,0,Comfortable
298,42,23246,229082,Personal Loan,9.85,0.916,24,Fixed,Employed,473,0.2506,E – Doubtful,1933,0.998,0,Stressed
299,35,75221,46272,Mortgage,0.62,0.761,23,Fixed,Employed,588,0.0422,B – Near Prime,390,0.062,0,Comfortable
300,22,79796,158773,Mortgage,1.99,0.498,29,Fixed,Employed,370,0.0493,B – Near Prime,1339,0.201,0,Comfortable
301,38,76064,287746,Car Finance,3.78,0.945,1,Fixed,Other,418,0.1664,D – Substandard,2428,0.383,0,Stretched
302,60,40241,253282,Mortgage,6.29,0.938,13,Fixed,Self-Employed,607,0.1803,D – Substandard,2137,0.637,0,Stressed
303,22,45704,88068,Personal Loan,1.93,0.684,25,Fixed,Employed,819,0.0696,C – Standard,743,0.195,0,Comfortable
304,63,67164,94531,Mortgage,1.41,0.504,5,Tracker,Public Sector,402,0.0817,C – Standard,797,0.142,354,Comfortable
305,46,57781,123158,Mortgage,2.13,0.81,16,Variable,Self-Employed,618,0.0571,C – Standard,1039,0.216,184,Comfortable
306,28,41550,199270,Mortgage,4.8,0.931,14,Fixed,Employed,332,0.1808,D – Substandard,1681,0.485,0,Stressed
307,35,24834,58831,Personal Loan,2.37,0.839,28,Fixed,Self-Employed,578,0.0788,C – Standard,496,0.24,0,Comfortable
308,47,51422,178568,Mortgage,3.47,0.762,33,Variable,Employed,767,0.0621,C – Standard,1506,0.351,267,Stretched
309,36,77125,213477,Personal Loan,2.77,0.755,4,Fixed,Self-Employed,486,0.1161,D – Substandard,1801,0.28,0,Comfortable
310,26,29643,153941,Mortgage,5.19,0.939,8,Variable,Public Sector,739,0.1855,D – Substandard,1299,0.526,230,Stressed
311,52,64105,240127,Personal Loan,3.75,0.487,27,Tracker,Employed,516,0.1756,D – Substandard,2026,0.379,900,Stretched
312,52,56344,203424,Mortgage,3.61,0.525,6,Fixed,Employed,809,0.0596,C – Standard,1716,0.365,0,Stretched
313,27,67175,133531,Mortgage,1.99,0.865,17,Fixed,Self-Employed,645,0.0647,C – Standard,1126,0.201,0,Comfortable
314,34,70702,62012,Personal Loan,0.88,0.523,33,Fixed,Retired,480,0.0806,C – Standard,523,0.089,0,Comfortable
315,33,36619,193566,Mortgage,5.29,0.642,34,Variable,Employed,445,0.1529,D – Substandard,1633,0.535,290,Stressed
316,52,24856,106490,Mortgage,4.28,0.591,33,Fixed,Public Sector,778,0.0884,C – Standard,898,0.434,0,Stressed
317,55,39180,130863,Personal Loan,3.34,0.572,5,Variable,Self-Employed,564,0.141,D – Substandard,1104,0.338,196,Stretched
318,55,71213,234103,Personal Loan,3.29,0.463,6,Fixed,Employed,519,0.0997,C – Standard,1975,0.333,0,Stretched
319,65,39040,392202,Personal Loan,10.05,0.733,6,Variable,Employed,622,0.1876,D – Substandard,3309,1.017,588,Stressed
320,57,36625,176145,Mortgage,4.81,0.651,27,Variable,Employed,340,0.1319,D – Substandard,1486,0.487,264,Stressed
321,36,22811,243954,Mortgage,10.69,0.726,7,Fixed,Employed,401,0.1989,D – Substandard,2058,1.083,0,Stressed
322,26,102345,81270,Mortgage,0.79,0.602,15,Tracker,Employed,551,0.0713,C – Standard,685,0.08,304,Comfortable
323,50,69341,205877,Mortgage,2.97,0.921,28,Tracker,Self-Employed,460,0.1299,D – Substandard,1737,0.301,772,Stretched
324,64,67734,174041,Mortgage,2.57,0.746,17,Fixed,Self-Employed,604,0.0696,C – Standard,1468,0.26,0,Comfortable
325,66,73603,353654,Mortgage,4.8,0.931,32,Tracker,Employed,491,0.2118,E – Doubtful,2984,0.487,1326,Stressed
326,32,62455,133619,Mortgage,2.14,0.625,17,Tracker,Employed,537,0.0594,C – Standard,1127,0.217,501,Comfortable
327,32,44239,157487,Mortgage,3.56,0.451,13,Fixed,Employed,728,0.0645,C – Standard,1328,0.36,0,Stretched
328,23,45762,322013,Mortgage,7.04,0.841,33,Variable,Public Sector,731,0.1525,D – Substandard,2717,0.712,483,Stressed
329,28,40962,170993,Mortgage,4.17,0.864,19,Variable,Retired,460,0.1395,D – Substandard,1442,0.422,256,Stressed
330,47,148240,97746,Mortgage,0.66,0.479,7,Variable,Public Sector,493,0.0607,C – Standard,824,0.067,146,Comfortable
331,47,61912,600000,Mortgage,9.69,0.763,22,Tracker,Employed,651,0.1531,D – Substandard,5063,0.981,2250,Stressed
332,39,40344,99386,Personal Loan,2.46,0.781,27,Fixed,Retired,806,0.0509,C – Standard,838,0.249,0,Comfortable
333,36,59605,173583,Mortgage,2.91,0.523,29,Fixed,Public Sector,599,0.0657,C – Standard,1464,0.295,0,Stretched
334,60,32062,217657,Mortgage,6.79,0.726,1,Fixed,Employed,340,0.1664,D – Substandard,1836,0.687,0,Stressed
335,43,92216,208394,Car Finance,2.26,0.572,4,Variable,Employed,627,0.0489,B – Near Prime,1758,0.229,312,Comfortable
336,59,37136,162046,Mortgage,4.36,0.458,22,Fixed,Employed,696,0.0965,C – Standard,1367,0.442,0,Stressed
337,66,60503,162491,Mortgage,2.69,0.883,26,Fixed,Public Sector,815,0.036,B – Near Prime,1371,0.272,0,Comfortable
338,36,76704,158069,Personal Loan,2.06,0.696,23,Fixed,Employed,810,0.0559,C – Standard,1333,0.209,0,Comfortable
339,31,57618,97366,Personal Loan,1.69,0.841,14,Variable,Employed,679,0.0774,C – Standard,821,0.171,146,Comfortable
340,65,51004,586906,Credit Card,11.51,0.811,26,Fixed,Employed,604,0.1988,D – Substandard,4952,1.165,0,Stressed
341,51,49243,159373,Car Finance,3.24,0.947,20,Fixed,Employed,392,0.1029,D – Substandard,1344,0.328,0,Stretched
342,35,47872,249774,Personal Loan,5.22,0.669,32,Fixed,Self-Employed,783,0.1464,D – Substandard,2107,0.528,0,Stressed
343,50,38475,149633,Mortgage,3.89,0.664,13,Fixed,Employed,562,0.1106,D – Substandard,1262,0.394,0,Stretched
344,45,40587,147987,Mortgage,3.65,0.591,26,Fixed,Employed,680,0.0996,C – Standard,1248,0.369,0,Stretched
345,63,91256,140015,Mortgage,1.53,0.763,5,Fixed,Self-Employed,704,0.0437,B – Near Prime,1181,0.155,0,Comfortable
346,33,46836,76694,Personal Loan,1.64,0.693,25,Variable,Other,307,0.1312,D – Substandard,647,0.166,115,Comfortable
347,67,35241,164663,Car Finance,4.67,0.814,25,Fixed,Employed,505,0.1514,D – Substandard,1389,0.473,0,Stressed
348,65,39464,143795,Mortgage,3.64,0.628,9,Fixed,Employed,669,0.1017,D – Substandard,1213,0.369,0,Stretched
349,30,77820,342606,Car Finance,4.4,0.515,3,Variable,Employed,560,0.1072,D – Substandard,2891,0.446,513,Stressed
350,29,65104,93135,Personal Loan,1.43,0.881,34,Fixed,Employed,661,0.0865,C – Standard,785,0.145,0,Comfortable
351,46,62027,130949,Mortgage,2.11,0.864,3,Fixed,Public Sector,609,0.042,B – Near Prime,1105,0.214,0,Comfortable
352,24,43995,109738,Car Finance,2.49,0.626,16,Fixed,Retired,300,0.0985,C – Standard,926,0.253,0,Comfortable
353,35,62368,397675,Personal Loan,6.38,0.795,1,Fixed,Employed,468,0.1997,D – Substandard,3355,0.646,0,Stressed
354,42,37410,111505,Mortgage,2.98,0.696,15,Fixed,Employed,525,0.0619,C – Standard,940,0.302,0,Stretched
355,66,43956,245061,Mortgage,5.58,0.83,28,Tracker,Employed,511,0.1949,D – Substandard,2067,0.564,918,Stressed
356,67,73667,306688,Mortgage,4.16,0.645,18,Fixed,Self-Employed,321,0.192,D – Substandard,2588,0.422,0,Stressed
357,28,70770,165981,Mortgage,2.35,0.718,9,Variable,Employed,310,0.0856,C – Standard,1400,0.237,248,Comfortable
358,63,32454,84352,Personal Loan,2.6,0.479,14,Tracker,Employed,461,0.1216,D – Substandard,711,0.263,316,Comfortable
359,26,34223,84941,Car Finance,2.48,0.537,4,Fixed,Employed,768,0.0552,C – Standard,716,0.251,0,Comfortable
360,56,51310,288621,Personal Loan,5.63,0.841,21,Variable,Self-Employed,842,0.2297,E – Doubtful,2435,0.569,432,Stressed
361,60,101212,89919,Car Finance,0.89,0.641,1,Fixed,Retired,760,0.0308,B – Near Prime,758,0.09,0,Comfortable
362,62,21926,223153,Car Finance,10.18,0.468,12,Variable,Employed,817,0.1909,D – Substandard,1883,1.031,334,Stressed
363,32,55099,191547,Mortgage,3.48,0.534,3,Tracker,Public Sector,809,0.0821,C – Standard,1616,0.352,718,Stretched
364,63,27503,221332,Personal Loan,8.05,0.656,9,Fixed,Public Sector,676,0.1547,D – Substandard,1867,0.815,0,Stressed
365,27,37555,233134,Personal Loan,6.21,0.809,3,Tracker,Employed,367,0.2348,E – Doubtful,1967,0.629,874,Stressed
366,45,42063,107632,Mortgage,2.56,0.632,32,Fixed,Retired,501,0.0662,C – Standard,908,0.259,0,Comfortable
367,43,41084,105183,Mortgage,2.56,0.823,27,Variable,Self-Employed,704,0.0625,C – Standard,887,0.259,157,Comfortable
368,36,39175,266521,Personal Loan,6.8,0.879,32,Fixed,Employed,518,0.1897,D – Substandard,2249,0.689,0,Stressed
369,23,49169,127243,Credit Card,2.59,0.621,24,Fixed,Self-Employed,447,0.1483,D – Substandard,1073,0.262,0,Comfortable
370,57,39151,39633,Credit Card,1.01,0.85,17,Fixed,Employed,321,0.1111,D – Substandard,334,0.102,0,Comfortable
371,37,26523,256995,Mortgage,9.69,0.513,6,Tracker,Employed,486,0.1897,D – Substandard,2168,0.981,963,Stressed
372,52,68019,101727,Personal Loan,1.5,0.658,33,Variable,Employed,486,0.0797,C – Standard,858,0.151,152,Comfortable
373,40,67252,232564,Mortgage,3.46,0.499,32,Tracker,Public Sector,747,0.0875,C – Standard,1962,0.35,872,Stretched
374,39,69851,386950,Car Finance,5.54,0.476,15,Fixed,Retired,731,0.1569,D – Substandard,3265,0.561,0,Stressed
375,62,25665,181537,Personal Loan,7.07,0.482,8,Fixed,Employed,362,0.2829,E – Doubtful,1531,0.716,0,Stressed
376,26,55578,311038,Car Finance,5.6,0.502,14,Fixed,Employed,585,0.1868,D – Substandard,2624,0.567,0,Stressed
377,55,65115,195749,Credit Card,3.01,0.868,14,Fixed,Employed,796,0.0994,C – Standard,1651,0.304,0,Stretched
378,56,31789,430665,Mortgage,13.55,0.722,32,Fixed,Retired,562,0.186,D – Substandard,3634,1.372,0,Stressed
379,39,49210,100291,Credit Card,2.04,0.924,3,Tracker,Employed,826,0.0847,C – Standard,846,0.206,376,Comfortable
380,34,46684,179060,Personal Loan,3.84,0.719,22,Tracker,Retired,350,0.2032,E – Doubtful,1511,0.388,671,Stretched
381,22,106266,260468,Mortgage,2.45,0.764,27,Fixed,Employed,477,0.054,C – Standard,2197,0.248,0,Comfortable
382,65,110005,161987,Mortgage,1.47,0.542,26,Fixed,Employed,805,0.0325,B – Near Prime,1366,0.149,0,Comfortable
383,65,24366,338988,Personal Loan,13.91,0.72,7,Variable,Employed,693,0.2439,E – Doubtful,2860,1.409,508,Stressed
384,33,139727,141829,Mortgage,1.02,0.643,15,Variable,Employed,455,0.0562,C – Standard,1196,0.103,212,Comfortable
385,23,33376,561380,Mortgage,16.82,0.916,12,Variable,Employed,790,0.1699,D – Substandard,4737,1.703,842,Stressed
386,27,74004,577930,Personal Loan,7.81,0.917,14,Fixed,Retired,510,0.2156,E – Doubtful,4876,0.791,0,Stressed
387,25,73689,210058,Mortgage,2.85,0.549,3,Fixed,Employed,735,0.0593,C – Standard,1772,0.289,0,Stretched
388,60,32267,243757,Mortgage,7.55,0.76,3,Fixed,Employed,481,0.1438,D – Substandard,2056,0.765,0,Stressed
389,63,60305,346424,Personal Loan,5.74,0.769,1,Tracker,Self-Employed,486,0.2364,E – Doubtful,2923,0.582,1299,Stressed
390,29,46856,93623,Mortgage,2.0,0.731,33,Variable,Employed,480,0.0704,C – Standard,790,0.202,140,Comfortable
391,56,61871,87413,Personal Loan,1.41,0.512,15,Tracker,Self-Employed,500,0.0922,C – Standard,737,0.143,327,Comfortable
392,30,54007,358983,Mortgage,6.65,0.777,8,Fixed,Public Sector,629,0.1334,D – Substandard,3029,0.673,0,Stressed
393,38,81020,209126,Car Finance,2.58,0.85,28,Fixed,Other,745,0.0615,C – Standard,1764,0.261,0,Comfortable
394,49,50598,158803,Mortgage,3.14,0.623,17,Fixed,Self-Employed,644,0.0775,C – Standard,1340,0.318,0,Stretched
395,55,45683,180975,Car Finance,3.96,0.707,13,Tracker,Employed,314,0.1351,D – Substandard,1527,0.401,678,Stressed
396,62,77679,48420,Personal Loan,0.62,0.508,4,Fixed,Employed,629,0.0697,C – Standard,408,0.063,0,Comfortable
